Checkin ID,Location ID,Location Name,Date,Month,Day of Week,Hour,Time Slot,Member Visits,Location Capacity,Utilization %,Overcrowded,Estimated Wait Minutes,Is Weekend,Is Peak Hour
CHK0003974,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,7,07:00,38,180,21.1,No,0,Yes,No
CHK0003975,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,8,08:00,34,180,18.9,No,0,Yes,No
CHK0003976,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,9,09:00,27,180,15.0,No,0,Yes,No
CHK0003977,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,10,10:00,14,180,7.8,No,0,Yes,No
CHK0003978,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,11,11:00,14,180,7.8,No,0,Yes,No
CHK0003979,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,12,12:00,29,180,16.1,No,0,Yes,No
CHK0003980,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,13,13:00,21,180,11.7,No,0,Yes,No
CHK0003981,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,14,14:00,13,180,7.2,No,0,Yes,No
CHK0003982,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,15,15:00,16,180,8.9,No,0,Yes,No
CHK0003983,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,16,16:00,33,180,18.3,No,0,Yes,No
CHK0003984,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,17,17:00,56,180,31.1,No,0,Yes,Yes
CHK0003985,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,18,18:00,65,180,36.1,No,0,Yes,Yes
CHK0003986,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,19,19:00,74,180,41.1,No,0,Yes,Yes
CHK0003987,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,20,20:00,47,180,26.1,No,0,Yes,No
CHK0003988,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,21,21:00,28,180,15.6,No,0,Yes,No
CHK0003989,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,22,22:00,12,180,6.7,No,0,Yes,No
CHK0003990,LOC-001,Mississauga City Centre,2024-07-28,2024-07,Sunday,23,23:00,5,180,2.8,No,0,Yes,No
CHK0003991,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,5,05:00,18,180,10.0,No,0,No,No
CHK0003992,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,6,06:00,40,180,22.2,No,0,No,No
CHK0003993,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,7,07:00,93,180,51.7,No,0,No,No
CHK0003994,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,8,08:00,81,180,45.0,No,0,No,No
CHK0003995,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,9,09:00,64,180,35.6,No,0,No,No
CHK0003996,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,10,10:00,49,180,27.2,No,0,No,No
CHK0003997,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,11,11:00,40,180,22.2,No,0,No,No
CHK0003998,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,12,12:00,70,180,38.9,No,0,No,No
CHK0003999,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,13,13:00,59,180,32.8,No,0,No,No
CHK0004000,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,14,14:00,32,180,17.8,No,0,No,No
CHK0004001,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,15,15:00,50,180,27.8,No,0,No,No
CHK0004002,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,16,16:00,94,180,52.2,No,0,No,No
CHK0004003,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,17,17:00,179,180,99.4,Yes,7,No,Yes
CHK0004004,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,18,18:00,222,180,123.3,Yes,19,No,Yes
CHK0004005,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,19,19:00,203,180,112.8,Yes,14,No,Yes
CHK0004006,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,20,20:00,92,180,51.1,No,0,No,No
CHK0004007,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,21,21:00,68,180,37.8,No,0,No,No
CHK0004008,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,22,22:00,24,180,13.3,No,0,No,No
CHK0004009,LOC-001,Mississauga City Centre,2024-07-29,2024-07,Monday,23,23:00,11,180,6.1,No,0,No,No
CHK0004010,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,5,05:00,15,180,8.3,No,0,No,No
CHK0004011,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,6,06:00,49,180,27.2,No,0,No,No
CHK0004012,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,7,07:00,98,180,54.4,No,0,No,No
CHK0004013,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,8,08:00,77,180,42.8,No,0,No,No
CHK0004014,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,9,09:00,67,180,37.2,No,0,No,No
CHK0004015,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,10,10:00,44,180,24.4,No,0,No,No
CHK0004016,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,11,11:00,35,180,19.4,No,0,No,No
CHK0004017,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,12,12:00,57,180,31.7,No,0,No,No
CHK0004018,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,13,13:00,49,180,27.2,No,0,No,No
CHK0004019,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,14,14:00,36,180,20.0,No,0,No,No
CHK0004020,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,15,15:00,35,180,19.4,No,0,No,No
CHK0004021,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,16,16:00,87,180,48.3,No,0,No,No
CHK0004022,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,17,17:00,160,180,88.9,Yes,2,No,Yes
CHK0004023,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,18,18:00,173,180,96.1,Yes,6,No,Yes
CHK0004024,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,19,19:00,176,180,97.8,Yes,6,No,Yes
CHK0004025,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,20,20:00,121,180,67.2,No,0,No,No
CHK0004026,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,21,21:00,58,180,32.2,No,0,No,No
CHK0004027,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,22,22:00,30,180,16.7,No,0,No,No
CHK0004028,LOC-001,Mississauga City Centre,2024-07-30,2024-07,Tuesday,23,23:00,10,180,5.6,No,0,No,No
CHK0004029,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,5,05:00,16,180,8.9,No,0,No,No
CHK0004030,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,6,06:00,48,180,26.7,No,0,No,No
CHK0004031,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,7,07:00,94,180,52.2,No,0,No,No
CHK0004032,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,8,08:00,60,180,33.3,No,0,No,No
CHK0004033,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,9,09:00,53,180,29.4,No,0,No,No
CHK0004034,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,10,10:00,41,180,22.8,No,0,No,No
CHK0004035,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,11,11:00,33,180,18.3,No,0,No,No
CHK0004036,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,12,12:00,56,180,31.1,No,0,No,No
CHK0004037,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,13,13:00,50,180,27.8,No,0,No,No
CHK0004038,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,14,14:00,37,180,20.6,No,0,No,No
CHK0004039,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,15,15:00,45,180,25.0,No,0,No,No
CHK0004040,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,16,16:00,90,180,50.0,No,0,No,No
CHK0004041,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,17,17:00,146,180,81.1,No,0,No,Yes
CHK0004042,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,18,18:00,224,180,124.4,Yes,20,No,Yes
CHK0004043,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,19,19:00,149,180,82.8,No,0,No,Yes
CHK0004044,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,20,20:00,115,180,63.9,No,0,No,No
CHK0004045,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,21,21:00,58,180,32.2,No,0,No,No
CHK0004046,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,22,22:00,31,180,17.2,No,0,No,No
CHK0004047,LOC-001,Mississauga City Centre,2024-07-31,2024-07,Wednesday,23,23:00,11,180,6.1,No,0,No,No
CHK0004048,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,5,05:00,13,180,7.2,No,0,No,No
CHK0004049,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,6,06:00,42,180,23.3,No,0,No,No
CHK0004050,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,7,07:00,78,180,43.3,No,0,No,No
CHK0004051,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,8,08:00,64,180,35.6,No,0,No,No
CHK0004052,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,9,09:00,58,180,32.2,No,0,No,No
CHK0004053,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,10,10:00,41,180,22.8,No,0,No,No
CHK0004054,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,11,11:00,41,180,22.8,No,0,No,No
CHK0004055,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,12,12:00,59,180,32.8,No,0,No,No
CHK0004056,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,13,13:00,61,180,33.9,No,0,No,No
CHK0004057,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,14,14:00,33,180,18.3,No,0,No,No
CHK0004058,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,15,15:00,31,180,17.2,No,0,No,No
CHK0004059,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,16,16:00,70,180,38.9,No,0,No,No
CHK0004060,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,17,17:00,122,180,67.8,No,0,No,Yes
CHK0004061,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,18,18:00,149,180,82.8,No,0,No,Yes
CHK0004062,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,19,19:00,176,180,97.8,Yes,6,No,Yes
CHK0004063,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,20,20:00,114,180,63.3,No,0,No,No
CHK0004064,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,21,21:00,64,180,35.6,No,0,No,No
CHK0004065,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,22,22:00,24,180,13.3,No,0,No,No
CHK0004066,LOC-001,Mississauga City Centre,2024-08-01,2024-08,Thursday,23,23:00,12,180,6.7,No,0,No,No
CHK0004067,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,5,05:00,10,180,5.6,No,0,No,No
CHK0004068,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,6,06:00,33,180,18.3,No,0,No,No
CHK0004069,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,7,07:00,76,180,42.2,No,0,No,No
CHK0004070,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,8,08:00,57,180,31.7,No,0,No,No
CHK0004071,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,9,09:00,45,180,25.0,No,0,No,No
CHK0004072,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,10,10:00,35,180,19.4,No,0,No,No
CHK0004073,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,11,11:00,34,180,18.9,No,0,No,No
CHK0004074,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,12,12:00,58,180,32.2,No,0,No,No
CHK0004075,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,13,13:00,50,180,27.8,No,0,No,No
CHK0004076,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,14,14:00,27,180,15.0,No,0,No,No
CHK0004077,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,15,15:00,38,180,21.1,No,0,No,No
CHK0004078,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,16,16:00,70,180,38.9,No,0,No,No
CHK0004079,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,17,17:00,130,180,72.2,No,0,No,Yes
CHK0004080,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,18,18:00,158,180,87.8,Yes,1,No,Yes
CHK0004081,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,19,19:00,105,180,58.3,No,0,No,Yes
CHK0004082,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,20,20:00,115,180,63.9,No,0,No,No
CHK0004083,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,21,21:00,46,180,25.6,No,0,No,No
CHK0004084,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,22,22:00,20,180,11.1,No,0,No,No
CHK0004085,LOC-001,Mississauga City Centre,2024-08-02,2024-08,Friday,23,23:00,9,180,5.0,No,0,No,No
CHK0004086,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,5,05:00,7,180,3.9,No,0,Yes,No
CHK0004087,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,6,06:00,31,180,17.2,No,0,Yes,No
CHK0004088,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,7,07:00,51,180,28.3,No,0,Yes,No
CHK0004089,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,8,08:00,40,180,22.2,No,0,Yes,No
CHK0004090,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,9,09:00,29,180,16.1,No,0,Yes,No
CHK0004091,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,10,10:00,27,180,15.0,No,0,Yes,No
CHK0004092,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,11,11:00,27,180,15.0,No,0,Yes,No
CHK0004093,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,12,12:00,42,180,23.3,No,0,Yes,No
CHK0004094,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,13,13:00,29,180,16.1,No,0,Yes,No
CHK0004095,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,14,14:00,24,180,13.3,No,0,Yes,No
CHK0004096,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,15,15:00,26,180,14.4,No,0,Yes,No
CHK0004097,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,16,16:00,44,180,24.4,No,0,Yes,No
CHK0004098,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,17,17:00,90,180,50.0,No,0,Yes,Yes
CHK0004099,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,18,18:00,114,180,63.3,No,0,Yes,Yes
CHK0004100,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,19,19:00,105,180,58.3,No,0,Yes,Yes
CHK0004101,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,20,20:00,67,180,37.2,No,0,Yes,No
CHK0004102,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,21,21:00,37,180,20.6,No,0,Yes,No
CHK0004103,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,22,22:00,20,180,11.1,No,0,Yes,No
CHK0004104,LOC-001,Mississauga City Centre,2024-08-03,2024-08,Saturday,23,23:00,9,180,5.0,No,0,Yes,No
CHK0004105,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,5,05:00,6,180,3.3,No,0,Yes,No
CHK0004106,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,6,06:00,15,180,8.3,No,0,Yes,No
CHK0004107,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,7,07:00,33,180,18.3,No,0,Yes,No
CHK0004108,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,8,08:00,33,180,18.3,No,0,Yes,No
CHK0004109,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,9,09:00,18,180,10.0,No,0,Yes,No
CHK0004110,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,10,10:00,17,180,9.4,No,0,Yes,No
CHK0004111,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,11,11:00,16,180,8.9,No,0,Yes,No
CHK0004112,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,12,12:00,28,180,15.6,No,0,Yes,No
CHK0004113,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,13,13:00,21,180,11.7,No,0,Yes,No
CHK0004114,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,14,14:00,17,180,9.4,No,0,Yes,No
CHK0004115,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,15,15:00,19,180,10.6,No,0,Yes,No
CHK0004116,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,16,16:00,32,180,17.8,No,0,Yes,No
CHK0004117,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,17,17:00,69,180,38.3,No,0,Yes,Yes
CHK0004118,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,18,18:00,76,180,42.2,No,0,Yes,Yes
CHK0004119,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,19,19:00,66,180,36.7,No,0,Yes,Yes
CHK0004120,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,20,20:00,44,180,24.4,No,0,Yes,No
CHK0004121,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,21,21:00,29,180,16.1,No,0,Yes,No
CHK0004122,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,22,22:00,10,180,5.6,No,0,Yes,No
CHK0004123,LOC-001,Mississauga City Centre,2024-08-04,2024-08,Sunday,23,23:00,4,180,2.2,No,0,Yes,No
CHK0004124,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,5,05:00,18,180,10.0,No,0,No,No
CHK0004125,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,6,06:00,47,180,26.1,No,0,No,No
CHK0004126,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,7,07:00,102,180,56.7,No,0,No,No
CHK0004127,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,8,08:00,72,180,40.0,No,0,No,No
CHK0004128,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,9,09:00,74,180,41.1,No,0,No,No
CHK0004129,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,10,10:00,50,180,27.8,No,0,No,No
CHK0004130,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,11,11:00,29,180,16.1,No,0,No,No
CHK0004131,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,12,12:00,83,180,46.1,No,0,No,No
CHK0004132,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,13,13:00,49,180,27.2,No,0,No,No
CHK0004133,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,14,14:00,31,180,17.2,No,0,No,No
CHK0004134,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,15,15:00,41,180,22.8,No,0,No,No
CHK0004135,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,16,16:00,100,180,55.6,No,0,No,No
CHK0004136,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,17,17:00,156,180,86.7,Yes,1,No,Yes
CHK0004137,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,18,18:00,203,180,112.8,Yes,14,No,Yes
CHK0004138,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,19,19:00,145,180,80.6,No,0,No,Yes
CHK0004139,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,20,20:00,135,180,75.0,No,0,No,No
CHK0004140,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,21,21:00,64,180,35.6,No,0,No,No
CHK0004141,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,22,22:00,24,180,13.3,No,0,No,No
CHK0004142,LOC-001,Mississauga City Centre,2024-08-05,2024-08,Monday,23,23:00,12,180,6.7,No,0,No,No
CHK0004143,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,5,05:00,16,180,8.9,No,0,No,No
CHK0004144,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,6,06:00,44,180,24.4,No,0,No,No
CHK0004145,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,7,07:00,109,180,60.6,No,0,No,No
CHK0004146,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,8,08:00,80,180,44.4,No,0,No,No
CHK0004147,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,9,09:00,65,180,36.1,No,0,No,No
CHK0004148,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,10,10:00,43,180,23.9,No,0,No,No
CHK0004149,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,11,11:00,40,180,22.2,No,0,No,No
CHK0004150,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,12,12:00,76,180,42.2,No,0,No,No
CHK0004151,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,13,13:00,63,180,35.0,No,0,No,No
CHK0004152,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,14,14:00,34,180,18.9,No,0,No,No
CHK0004153,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,15,15:00,53,180,29.4,No,0,No,No
CHK0004154,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,16,16:00,84,180,46.7,No,0,No,No
CHK0004155,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,17,17:00,154,180,85.6,Yes,0,No,Yes
CHK0004156,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,18,18:00,200,180,111.1,Yes,13,No,Yes
CHK0004157,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,19,19:00,156,180,86.7,Yes,1,No,Yes
CHK0004158,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,20,20:00,92,180,51.1,No,0,No,No
CHK0004159,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,21,21:00,78,180,43.3,No,0,No,No
CHK0004160,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,22,22:00,31,180,17.2,No,0,No,No
CHK0004161,LOC-001,Mississauga City Centre,2024-08-06,2024-08,Tuesday,23,23:00,10,180,5.6,No,0,No,No
CHK0004162,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,5,05:00,15,180,8.3,No,0,No,No
CHK0004163,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,6,06:00,44,180,24.4,No,0,No,No
CHK0004164,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,7,07:00,85,180,47.2,No,0,No,No
CHK0004165,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,8,08:00,84,180,46.7,No,0,No,No
CHK0004166,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,9,09:00,49,180,27.2,No,0,No,No
CHK0004167,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,10,10:00,46,180,25.6,No,0,No,No
CHK0004168,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,11,11:00,34,180,18.9,No,0,No,No
CHK0004169,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,12,12:00,70,180,38.9,No,0,No,No
CHK0004170,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,13,13:00,62,180,34.4,No,0,No,No
CHK0004171,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,14,14:00,35,180,19.4,No,0,No,No
CHK0004172,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,15,15:00,39,180,21.7,No,0,No,No
CHK0004173,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,16,16:00,81,180,45.0,No,0,No,No
CHK0004174,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,17,17:00,160,180,88.9,Yes,2,No,Yes
CHK0004175,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,18,18:00,172,180,95.6,Yes,5,No,Yes
CHK0004176,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,19,19:00,158,180,87.8,Yes,1,No,Yes
CHK0004177,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,20,20:00,132,180,73.3,No,0,No,No
CHK0004178,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,21,21:00,70,180,38.9,No,0,No,No
CHK0004179,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,22,22:00,24,180,13.3,No,0,No,No
CHK0004180,LOC-001,Mississauga City Centre,2024-08-07,2024-08,Wednesday,23,23:00,9,180,5.0,No,0,No,No
CHK0004181,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,5,05:00,12,180,6.7,No,0,No,No
CHK0004182,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,6,06:00,36,180,20.0,No,0,No,No
CHK0004183,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,7,07:00,87,180,48.3,No,0,No,No
CHK0004184,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,8,08:00,71,180,39.4,No,0,No,No
CHK0004185,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,9,09:00,44,180,24.4,No,0,No,No
CHK0004186,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,10,10:00,42,180,23.3,No,0,No,No
CHK0004187,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,11,11:00,24,180,13.3,No,0,No,No
CHK0004188,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,12,12:00,67,180,37.2,No,0,No,No
CHK0004189,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,13,13:00,63,180,35.0,No,0,No,No
CHK0004190,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,14,14:00,29,180,16.1,No,0,No,No
CHK0004191,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,15,15:00,27,180,15.0,No,0,No,No
CHK0004192,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,16,16:00,80,180,44.4,No,0,No,No
CHK0004193,LOC-001,Mississauga City Centre,2024-08-08,2024-08,Thursday,17,17:00,159,180,88.3,Yes,2,No,Yes
